name,sex,ID_card,phone_number,email,company,career,credit_card_number,credit_limit,application_date,address
林小红,F,533100196903270773,15520406807,shenxia@hotmail.com,创亿信息有限公司,促销经理,4901766446415797913,71452,2019-10-13 19:09:48,山东省关岭市大东戚街u座 874527
张春梅,M,220106195412039225,18247186234,shijie@hotmail.com,恒聪百汇传媒有限公司,金融产品销售,2286177774325358,166587,2020-01-23 20:08:41,辽宁省丽华市翔安上海街Q座 511780
张云,M,370211194912030766,18261658976,mingli@yahoo.com,群英传媒有限公司,薪资福利经理/主管,2225710236068820,44466,2019-12-18 17:28:25,广西壮族自治区英市长寿李路Y座 379284
张芳,F,130281199605094353,13478812158,duyong@yahoo.com,黄石金承传媒有限公司,班车司机,2714156421207732,98270,2019-10-27 15:42:27,甘肃省南京县兴山台北街k座 380372
潘桂英,F,532300197809229330,13818932030,jie45@hotmail.com,艾提科信网络有限公司,西班牙语翻译,3573177634863903,160171,2019-12-25 21:43:41,内蒙古自治区银川市徐汇王路N座 763470
韩丽华,M,360102196507284231,18587336966,gaoyan@hotmail.com,精芯科技有限公司,锅炉工程师/技师,4796523894888,87423,2020-04-04 06:39:46,北京市佛山市城东荆门路Z座 415766
王平,M,610521197508145628,15011397175,rdong@yahoo.com,信诚致远信息有限公司,机场代表,6011242910853524,179358,2019-09-19 07:00:45,陕西省红霞县城东吴路B座 901695
袁华,F,230711194310010502,13741845248,fangna@gmail.com,方正科技信息有限公司,保险精算师,213116823823411,157476,2020-05-16 16:37:38,台湾省婷县高坪陈路y座 307186
顾涛,M,510402199205284795,15282504760,yangdai@hotmail.com,佳禾网络有限公司,寻呼员/话务员,213131294420886,49943,2020-05-09 10:33:46,内蒙古自治区嘉禾县合川关路L座 345529
龙霞,F,430100198402146910,15075801362,yongcheng@yahoo.com,毕博诚传媒有限公司,后勤,180056033966320,180009,2020-01-09 03:50:01,黑龙江省文县朝阳周路s座 152381
罗波,M,411325199904078014,13892432881,xiulan78@yahoo.com,联软信息有限公司,面料辅料开发,4662143294627889,44460,2020-02-19 00:42:46,台湾省欣县新城石家庄街A座 907833
王晶,F,361026193011150523,18583338763,yong34@yahoo.com,兰金电子传媒有限公司,物业管理主管,3550781615913152,82234,2020-01-07 09:05:20,安徽省兴城市吉区冯路S座 513028
巩桂兰,F,130223195508055123,15656764603,huangxiuying@gmail.com,恩悌网络有限公司,药库主任/药剂师,180003351556630,117057,2020-01-14 23:04:19,广西壮族自治区沈阳市翔安乌鲁木齐街u座 156568
吴波,M,61072719880818338X,13680877543,jun83@yahoo.com,方正科技信息有限公司,移动通信工程师,4962564634194362,80390,2020-01-10 09:10:48,青海省俊县浔阳刘路i座 544329
张玉华,M,370102194105194930,14595171114,yangma@gmail.com,创亿传媒有限公司,药品市场推广主管/专员,180077728172636,55512,2020-03-13 09:45:44,香港特别行政区贵阳市沈北新沈阳街r座 993255
王成,M,623023198709210347,14534484074,fanghuang@hotmail.com,超艺网络有限公司,FAE 现场应用工程师,4710183213824448656,68580,2020-02-18 00:29:16,浙江省辽阳县沈北新兰州路F座 447018
伍利,F,450102199610032011,15555426009,hechao@gmail.com,趋势信息有限公司,法务经理,4284351758249128,2618,2019-12-03 12:44:13,辽宁省长沙市魏都深圳街Y座 789351
张丽,M,140225194605306094,13476752015,alu@hotmail.com,鑫博腾飞科技有限公司,Web前端开发,4927984079590537365,47199,2019-12-25 03:41:32,河南省亮市清河银川路s座 240421
蒋秀华,F,150700193406106695,13043423920,fang97@yahoo.com,MBP软件网络有限公司,工业/产品设计,3518477424017365,112996,2020-01-10 07:14:12,新疆维吾尔自治区健县梁平马鞍山街w座 539820
包玉,F,441424198110097969,18532924695,fengwei@gmail.com,恩悌信息有限公司,研发总监/部长/专家,6011774031506060,152459,2020-01-30 02:00:57,安徽省南昌市淄川陈路n座 669444
谭雷,M,632725198402026766,18271088174,wei89@gmail.com,良诺信息有限公司,废气处理工程师,341098276913292,6623,2020-08-05 12:38:09,安徽省深圳市蓟州薛街V座 798219
张静,M,35021119570919917X,14778719261,ryi@hotmail.com,易动力网络有限公司,团购经理/主管,2249664851700252,134488,2019-10-07 17:55:30,天津市海门县金平六安路X座 353088
张淑英,F,65280019531201935X,18544743548,guiyingzheng@gmail.com,超艺信息有限公司,货运代理,4986596371082535,78492,2019-09-05 05:52:27,天津市成都市华龙六盘水路r座 993534
王龙,M,510421198612013487,18651483372,fqiu@gmail.com,凌颖信息传媒有限公司,情报信息分析人员,4220512232684936,54425,2020-01-26 07:26:35,黑龙江省玲县璧山唐路g座 694808
卢桂荣,F,11011520020222331X,15521332925,min75@hotmail.com,飞海科技网络有限公司,印刷包装,6011663962485909,24886,2019-08-25 10:36:05,江苏省欢市徐汇南宁街E座 428204
刘淑华,M,320000199212271554,15694116343,laichao@gmail.com,维旺明科技有限公司,DJ,3525485385245439,137233,2020-07-01 15:39:22,新疆维吾尔自治区波县淄川荆门街p座 156902
易秀华,M,530700197805166504,13817873852,xiulanyao@gmail.com,四通传媒有限公司,活动执行,639051880461,151124,2020-02-18 09:54:19,广西壮族自治区长沙市崇文常路T座 179465
卢艳,M,410622198903255199,15519597816,xiulanqin@gmail.com,昊嘉网络有限公司,多媒体设计,6011949967678287,29052,2020-01-25 02:36:38,贵州省太原市兴山李街X座 128918
申柳,M,610701198701313814,15250608456,xia52@gmail.com,毕博诚科技有限公司,税务专员/助理,4942082530200527,110161,2019-11-05 10:26:42,辽宁省玉县高明陈街R座 680634
郭飞,M,340400193605093400,18581770842,min60@yahoo.com,良诺网络有限公司,其他,4423071356087959,107152,2020-08-02 16:25:18,澳门特别行政区建国县龙潭邱路D座 461968
谢淑兰,M,429004195110025546,14586071646,taogang@yahoo.com,新格林耐特科技有限公司,销售管理,375971192145802,112277,2019-10-20 05:19:13,新疆维吾尔自治区大冶县黄浦韩路M座 887281
张欢,M,210703199906174793,13166156718,llin@gmail.com,雨林木风计算机信息有限公司,工程/设备工程师,2264800668967250,92677,2020-08-08 04:12:18,北京市兰州县永川沈阳路e座 276085
耿荣,M,37090219990304903X,15377603345,fangxia@yahoo.com,华成育卓传媒有限公司,物业管理经理,4351156828314,14421,2020-03-29 18:15:12,青海省建华市兴山赵路H座 996234
张刚,M,511601196101057768,13045052097,xiaqiang@yahoo.com,联软传媒有限公司,促销经理,6529028294338728,21473,2019-10-31 20:02:02,河北省淑英市涪城马街n座 439372
潘欢,M,610829200007046420,15505857610,yang39@yahoo.com,时刻科技有限公司,安全员,501862095467,113995,2020-05-12 22:24:01,广东省天津县永川澳门街w座 366645
吴桂珍,M,14080219330115411X,18692233347,naxu@gmail.com,浦华众城网络有限公司,技术研发经理/主管,3540915400068656,11197,2020-05-11 12:26:38,广西壮族自治区洋县白云沈阳路X座 249350
张平,M,650205197503153902,18778509747,zliao@gmail.com,创亿传媒有限公司,其他,180015972254627,133697,2020-06-29 14:18:05,吉林省晶县城东兴安盟路L座 343354
张帆,F,320204198007197115,18076054450,pyang@gmail.com,昊嘉传媒有限公司,保险核保,4388268062795429,9674,2019-09-04 11:46:58,海南省东莞市怀柔郑路A座 342857
奉平,M,320723198311269933,13792297380,fangwan@gmail.com,戴硕电子传媒有限公司,专业顾问,30230291463591,91629,2020-08-02 18:59:26,台湾省淮安市南湖太原街j座 303634
刘秀英,M,430900194106292281,18544771964,tsun@hotmail.com,惠派国际公司信息有限公司,店长/经理,676205137232,40009,2019-10-06 00:29:23,北京市鹏县友好杨路B座 111561
谢楠,F,445101193107297257,13414862264,xiulan50@gmail.com,华泰通安传媒有限公司,娱乐服务员,30233122379291,144978,2019-09-08 05:17:01,新疆维吾尔自治区台北市房山荆门路R座 702573
马东,F,510781195911173404,13363086733,nayu@yahoo.com,易动力信息有限公司,喷塑工,3529456112012182,178461,2019-09-13 00:18:33,黑龙江省秀珍市门头沟台北街r座 385447
邓文,M,430701199403035490,13244641538,rzhang@hotmail.com,国讯科技有限公司,技术文员/助理,4042868664744653447,127627,2020-02-05 22:30:22,浙江省雷市安次辽阳街t座 207039
谢娟,M,371603195207234453,14503396452,yang28@gmail.com,迪摩信息有限公司,培训产品开发,213113962197228,188201,2020-05-30 11:14:33,重庆市桂花县合川海门路V座 768966
薛建军,F,630102197705139633,15699737057,li51@hotmail.com,泰麒麟信息有限公司,切割技工,4569718496402449,117641,2019-09-13 20:21:02,香港特别行政区秀荣县浔阳袁路j座 724172
左娜,M,330322195408096725,13874528174,swan@yahoo.com,迪摩信息有限公司,养殖部主管,4880235458263,137194,2019-10-25 19:45:39,安徽省金凤市大东海门街Z座 518792
杨倩,F,340321197508143685,18523336975,wyao@hotmail.com,联软科技有限公司,算法工程师,2270236442890108,19292,2019-12-17 16:42:28,广东省沈阳县西峰海口街f座 245246
汪莉,M,620402197203094310,18723591542,zhuwei@yahoo.com,和泰科技有限公司,房地产销售,3578647796715013,70186,2020-03-12 02:47:11,内蒙古自治区南昌县怀柔六盘水街Q座 943146
刘婷,M,510802198910198208,13475422945,ming48@yahoo.com,浦华众城网络有限公司,房地产开发,30422391990512,12071,2020-06-05 05:27:27,浙江省南京县大兴陈路K座 544803
朱凤兰,M,659004195910178631,14704180923,juan32@yahoo.com,华成育卓信息有限公司,会计经理/会计主管,4637566463986311182,122989,2020-06-08 00:54:35,贵州省淮安县六枝特银川街G座 610561
朱桂珍,F,21110119650927686X,13584213459,kmo@gmail.com,通际名联网络有限公司,工厂经理/厂长,4181676487688806500,59749,2020-07-05 12:27:04,山东省鑫县大兴万路L座 834435
王燕,M,630222195506027067,15966019923,cdai@gmail.com,东方峻景网络有限公司,预结算员,38580406703154,137935,2020-01-26 10:54:02,海南省颖县西夏杨街E座 123797
刘阳,F,130626199311137589,15509339909,bwen@yahoo.com,图龙信息信息有限公司,保险精算师,349712147794200,10552,2019-09-11 20:41:14,海南省杨市江北银川街P座 567827
赵楠,M,500236194307090754,15389431073,li67@yahoo.com,雨林木风计算机网络有限公司,工艺品/珠宝设计鉴定,4105245493265612,181478,2019-09-28 03:40:42,甘肃省石家庄市西峰王路R座 138599
杨岩,M,150421199309228343,18740068532,wqiu@gmail.com,国讯传媒有限公司,冲压工,180031373240990,111830,2020-02-21 01:31:10,黑龙江省桂香市锡山荆门路C座 421943
贾颖,F,421182199510136478,15502645929,jiehu@yahoo.com,巨奥信息有限公司,葡萄牙语翻译,4604463985056,128755,2020-03-13 05:20:10,安徽省秀云县房山福州路y座 289014
杨静,F,15020119920415947X,18531340471,minqin@hotmail.com,快讯信息有限公司,公关主管,4706209340951949046,164157,2019-09-12 10:09:49,江西省玉县白云西安街R座 676233
董莉,M,610200197408308145,14766380339,machao@yahoo.com,天开科技有限公司,网店美工,5381429264736686,181694,2020-08-14 15:18:30,西藏自治区沈阳县永川马鞍山路F座 603698
崔峰,M,632221199410050493,18671693646,plu@hotmail.com,万迅电脑科技有限公司,公共卫生/疾病控制,639015087377,44194,2020-01-22 18:17:11,宁夏回族自治区成都市西夏太原路p座 168841
刘杨,M,640303197203043665,18766674785,qiang44@gmail.com,群英网络有限公司,装订工,4875342785916990,70532,2020-01-25 17:46:41,江西省成都县长寿王路w座 858730
朱桂芳,M,231202193803177389,15576226304,weiwan@gmail.com,凌颖信息网络有限公司,销售助理,348253783510445,43875,2020-08-10 23:04:41,江西省西宁市萧山宜都街k座 948711
高桂芳,F,520201194004255324,13727333276,vgu@hotmail.com,恒聪百汇网络有限公司,后勤,3544458984450731,119072,2019-12-30 20:41:43,甘肃省香港市长寿杨街q座 191751
张利,F,540121196704122728,18047655257,cuiyan@yahoo.com,毕博诚信息有限公司,其他,4327319117230575,113265,2019-09-13 02:50:35,河北省小红市六枝特赵街m座 803218
刘婷,F,370501200104179134,15323147485,yang82@gmail.com,彩虹网络有限公司,律师助理,4603305405710068933,101899,2019-12-06 16:36:55,山东省广州县门头沟纪路S座 894963
钱彬,M,610402194212109515,18072218428,qyi@gmail.com,中建创业信息有限公司,饲养员,4693678043458336269,72257,2020-01-12 23:22:25,广西壮族自治区宜都县秀英骆路s座 714400
费璐,F,231181194003054035,13872493955,linjuan@gmail.com,快讯网络有限公司,音效设计师,346839761989379,113880,2019-12-24 03:55:33,云南省红梅县清浦太原路x座 292103
陈鑫,F,450303198706094535,15922841386,jiefeng@yahoo.com,立信电子信息有限公司,泰语翻译,180099278510403,157536,2019-09-16 15:03:39,广东省南宁县长寿樊街L座 915394
郜博,M,530801198409035912,15734722490,ktao@gmail.com,联通时科科技有限公司,保险经纪人/保险代理,501854489520,89916,2019-08-30 14:56:16,山东省西宁县门头沟沈阳路R座 322844
卿桂荣,F,522624197212065391,15139081593,uyang@gmail.com,开发区世创网络有限公司,系统工程师,213178316964466,81197,2020-08-09 01:53:58,黑龙江省石家庄县城东何路E座 407816
张波,F,360322198301108641,13194710402,juanye@yahoo.com,襄樊地球村传媒有限公司,产品/品牌主管,4476365461536868,69986,2020-01-06 11:43:11,澳门特别行政区敏县普陀黎路I座 327776
张斌,M,370902194307054331,15662598182,fanguiying@gmail.com,思优信息有限公司,工长,4978165936777,60245,2020-02-07 03:54:34,新疆维吾尔自治区深圳市蓟州长春路P座 428583
武琳,F,445321198202052521,15220481981,pingxiong@hotmail.com,泰麒麟网络有限公司,技工普工,4042634129966857,65023,2019-09-18 05:05:18,北京市兴城县大东宋路v座 664699
高凯,M,61102519480715700X,18709894840,yinjuan@gmail.com,立信电子科技有限公司,玩具设计,4806880061168210,110553,2019-12-11 11:04:42,新疆维吾尔自治区秀荣市南长沈阳路m座 851904
谢宁,F,341722195904198928,13323054899,fang37@yahoo.com,数字100信息有限公司,前介工程师,4845650262347381,23450,2019-12-22 16:30:12,香港特别行政区淑华县清河济南街s座 549884
徐秀华,M,230183198208265493,18961273608,xia70@yahoo.com,恒聪百汇信息有限公司,砌筑工,6011407974629801,88152,2020-02-05 17:10:31,内蒙古自治区玉珍市城北张家港路R座 637513
邵丽丽,M,42110119770324083X,14532563422,xiuyingshen@hotmail.com,MBP软件科技有限公司,其他,6011985043765946,54738,2020-02-08 18:34:45,海南省巢湖市门头沟陈路Z座 686796
余婷,F,350625197705266637,13050557187,txue@gmail.com,精芯科技有限公司,网络推广专员,4712681285037444,173917,2019-11-16 07:40:15,海南省桂花县清浦梧州街g座 998749
罗建华,M,230307197112303061,18517479270,xiulan16@hotmail.com,富罳传媒有限公司,工艺工程师,3504770253812278,80240,2020-03-08 08:30:06,宁夏回族自治区燕市梁平李路a座 926494
张秀英,M,510422200111010276,14709448560,wei87@gmail.com,巨奥科技有限公司,育婴师/保育员,3536186767396223,164903,2019-11-10 13:53:00,河北省玉英县梁平南昌路z座 254228
唐晨,F,120111196205265002,15645851166,nsong@yahoo.com,通际名联科技有限公司,业务分析专员/助理,2226239819607787,10640,2020-06-13 14:51:57,贵州省西安市黄浦马鞍山街N座 184651
赵建平,F,652824198502065124,13212660143,min27@hotmail.com,菊风公司网络有限公司,裁床,4307039859249,17667,2020-03-07 02:05:39,澳门特别行政区楠县高明吴路x座 468114
刘华,F,532527195602166397,13781911565,lei12@hotmail.com,诺依曼软件信息有限公司,市场分析/调研人员,576170423585,77176,2020-08-01 23:19:31,宁夏回族自治区瑜县黄浦大冶路k座 764741
潘红霞,M,440201196801154357,18024780978,wgao@hotmail.com,凌颖信息信息有限公司,岩土工程,3571399249639120,114290,2019-12-15 04:39:25,江苏省北镇市高明姜街S座 135314
刘莉,F,410725197708080813,18818109770,chengchao@gmail.com,同兴万点传媒有限公司,电气/电器工程师,4828396084573751,92510,2020-05-18 23:39:56,台湾省昆明县涪城王路N座 605689
王利,F,42060019691125158X,15008323773,jing20@yahoo.com,凌云信息有限公司,市场分析/调研人员,4704369546463,62102,2020-03-31 03:28:24,吉林省通辽县沈河武汉街b座 515833
蒋建,M,530802197410269419,13070190724,xia39@yahoo.com,新格林耐特网络有限公司,内科医生,502082103016,78572,2019-08-31 14:49:47,广东省欣市和平张街V座 101262
王云,F,654024195209124150,14569073781,linmin@yahoo.com,联通时科信息有限公司,其他,2269080569312717,35351,2020-05-31 12:38:51,贵州省艳县东丽黄街h座 345429
刘洋,F,141028198102163041,18641480857,juandeng@hotmail.com,东方峻景科技有限公司,保险精算师,3556970467528465,195041,2020-05-21 14:26:04,新疆维吾尔自治区敏县沙湾济南街j座 926297
何艳,F,43122519390501710X,13567023781,fzhong@gmail.com,华远软件网络有限公司,漂染工,4009762510771,3617,2020-01-21 05:52:33,西藏自治区勇县锡山岳路c座 252980
高帆,M,511824197306151483,13925384176,wanjing@gmail.com,图龙信息科技有限公司,营运主管,379279498769028,127740,2020-01-07 13:12:30,河南省永安县门头沟香港街n座 824304
蓝旭,F,130528199310190094,14741999357,zouwei@yahoo.com,同兴万点信息有限公司,传菜员,4950409821321,177295,2020-06-13 19:12:33,湖南省哈尔滨县萧山王街U座 386692
刘瑞,M,370685198412154919,13392886764,daimin@hotmail.com,创汇传媒有限公司,咨询/顾问,36756210095803,29454,2019-10-13 22:10:00,陕西省云县永川贵阳街S座 972338
王桂芝,M,640522198908117016,14542710322,fangzhang@hotmail.com,开发区世创科技有限公司,多媒体设计,4341372791429001017,160582,2019-09-12 17:16:37,江苏省武汉县秀英万路M座 727270
李秀芳,M,370124196802041806,15113570934,dzhong@gmail.com,MBP软件传媒有限公司,餐饮服务,4909404797753785,142655,2019-09-02 19:37:14,青海省张家港市魏都淮安路B座 691923
王佳,M,370521197908184773,18645088006,kdai@gmail.com,凌云科技有限公司,混凝土工,2276972581757906,167296,2019-12-21 00:59:09,广东省华市金平合肥路r座 487216
饶英,F,440904197409111899,15829560197,zhengjuan@yahoo.com,趋势科技有限公司,发型助理/学徒,675946504239,51469,2020-01-30 17:05:54,安徽省萍县上街东莞街u座 624337
卢龙,F,610323199707068857,15705454892,vwen@yahoo.com,精芯传媒有限公司,促销经理,2264612923566110,116463,2020-07-11 04:03:33,贵州省武汉县沈北新台北路v座 387607
刘楠,M,21100419941005616X,13421266206,jie08@yahoo.com,兰金电子网络有限公司,汽车机构工程师,4548469934973395,188564,2020-06-29 18:35:02,甘肃省峰县静安梁路e座 315348
杨秀珍,M,341100198402031151,14702580023,liyang@hotmail.com,七喜传媒有限公司,园艺/园林/景观设计,4603843196567156,146663,2019-10-12 23:31:30,内蒙古自治区瑞县城东潜江街d座 716139
魏欣,M,620104197707114270,14571135003,huyang@hotmail.com,数字100传媒有限公司,项目经理,4154215621765346,170279,2020-02-17 20:29:11,安徽省呼和浩特市翔安昆明路K座 137777
陈桂花,M,51110119431205240X,14772113191,yanhou@gmail.com,图龙信息信息有限公司,其他,4663131304203626,126586,2019-11-08 10:29:21,广东省拉萨县大兴李路K座 765053
郑俊,M,630122195603146193,18186776320,min14@gmail.com,浙大万朋网络有限公司,电力工程师/技术员,2720473779218332,130502,2020-06-29 14:40:02,云南省昆明市西峰吴路a座 903974
万龙,F,330205198910112518,15566296455,chao46@yahoo.com,济南亿次元传媒有限公司,测试工程师,4601383874197077,93362,2020-07-30 19:26:21,澳门特别行政区畅市海陵唐街j座 788226
李红梅,F,52062319410816964X,13901431729,fguo@hotmail.com,立信电子传媒有限公司,其他,4894176658786024,109810,2020-01-14 05:03:20,云南省海口市滨城何路D座 915330
周建华,F,440523193110218295,13409843326,yang51@yahoo.com,昊嘉传媒有限公司,其他,3514409996406712,70701,2020-04-22 16:02:48,台湾省桂兰市清城翟路y座 530214
韩丽娟,M,450981195603028752,13003646883,juan19@yahoo.com,精芯信息有限公司,IT-管理,4345375884778003623,109643,2020-03-21 18:37:29,江西省沈阳市黄浦袁路L座 549858
钟杨,M,520112197912205936,15087679866,vgong@hotmail.com,同兴万点信息有限公司,烫工,3594440216645758,33373,2020-05-03 18:34:03,广东省沈阳市孝南王路m座 311790
曹婷,F,140431197704147908,18694813047,nashen@hotmail.com,华远软件网络有限公司,咨询经理,4552104237025,89189,2020-01-17 10:24:00,广西壮族自治区上海县友好香港街A座 911744
金玉兰,M,430525199811208354,15877045707,yuyang@hotmail.com,戴硕电子信息有限公司,固废工程师,4173056696725360,114776,2020-03-30 04:17:09,广东省丽娟市黄浦杨路m座 411173
叶秀兰,M,350722194512310315,18810206759,juan35@gmail.com,天开科技有限公司,灯光师,213121011770861,196932,2020-05-06 12:59:22,新疆维吾尔自治区娟市高港济南街x座 581075
杨燕,M,370124193609233693,15631799017,li00@gmail.com,新格林耐特传媒有限公司,金融产品经理,3574475640855874,81867,2019-09-22 16:45:01,台湾省合肥县沈河梧州路V座 642449
黄洋,M,532901199107222191,18127122444,xiaojie@hotmail.com,富罳网络有限公司,咨询经理,3592103182874842,167112,2019-08-27 22:52:16,广东省凤英县魏都天津街V座 577674
黎淑兰,M,130700195701207494,18035716852,gang80@yahoo.com,新宇龙信息信息有限公司,保险,4024230284549523338,78817,2020-05-17 18:47:18,安徽省超县朝阳吕路M座 584096
贺萍,M,460106197110161376,15252900151,mingzhu@hotmail.com,飞海科技科技有限公司,技术总监/经理,2702870131122411,169170,2019-08-31 04:18:56,香港特别行政区莹县安次汕尾路E座 656812
杨洁,M,542423194502090221,13415585345,amo@yahoo.com,万迅电脑信息有限公司,店铺推广,180088810441813,176929,2019-10-26 01:35:47,黑龙江省玉珍市长寿昆明街O座 769680
张萍,M,320831197603098479,18925456890,guiying64@gmail.com,迪摩网络有限公司,发动机/总装工程师,4183444428353,69215,2019-09-24 17:13:35,北京市太原县蓟州通辽街e座 232134
赵桂花,F,410901198607290816,18624453128,xiuying36@yahoo.com,华泰通安信息有限公司,排版设计,180098065027993,13240,2020-04-25 21:15:03,湖南省天津县南长罗路a座 985170
张金凤,F,520382198703160406,18659101692,jingxu@yahoo.com,群英传媒有限公司,配色技术员,4549149618953,102797,2020-08-08 21:33:15,西藏自治区福州市西夏周街R座 368246
胡霞,M,420114197804212572,15684628673,heming@gmail.com,天开传媒有限公司,房地产项目/策划经理,4468566224189,16691,2020-03-15 18:02:08,新疆维吾尔自治区惠州县华龙哈尔滨路h座 194578
魏凯,F,230521193502082372,18022557562,xiulan14@hotmail.com,新宇龙信息传媒有限公司,房地产店长/经理,4492516087679388677,81518,2020-05-08 04:12:44,安徽省东莞市高港淮安街a座 684609
张兰英,F,420821193610032534,18789117908,baichao@gmail.com,晖来计算机科技有限公司,贸易/外贸经理/主管,4803168276193550,44218,2020-02-14 16:13:43,吉林省琴市大东邵路M座 753919
高玲,F,469028199707305811,15040747810,xiulan98@gmail.com,数字100网络有限公司,市场/营销,3534805065813058,147503,2020-01-05 21:15:51,四川省想市和平王街N座 325613
蔡丽丽,M,422822195508264619,18286101216,dongqiang@yahoo.com,华成育卓传媒有限公司,招投标管理,213115475343041,164797,2020-05-10 10:09:46,重庆市西安县高坪陈街x座 945499
李婷婷,M,220281193505276234,13144846243,min36@gmail.com,联通时科科技有限公司,家电维修,4277668100621707,133328,2019-11-06 05:42:19,黑龙江省北京县华龙通辽街L座 492332
刘丽丽,F,140581199312275861,13784267840,ping76@hotmail.com,维旺明网络有限公司,统计员,4784795408712379,73038,2020-04-02 16:31:05,台湾省婷县六枝特张街j座 447324
张凯,F,370704198906166925,15622086259,songxiulan@gmail.com,富罳科技有限公司,配色技术员,2250425312833009,82694,2019-12-21 18:54:41,重庆市秀珍市朝阳魏街v座 310196
戴龙,F,131023196604218556,18663887480,tianping@yahoo.com,国讯科技有限公司,营运经理,4722356750674801,18760,2020-04-21 11:28:02,江苏省潜江市普陀傅街m座 251074
谢宇,M,130683193202217408,18556687463,shaojing@gmail.com,四通传媒有限公司,汽车安全性能工程师,213174045157084,89274,2020-06-26 00:04:26,西藏自治区大冶市沙湾徐街E座 314254
陈金凤,F,411425195109179091,15018174992,jing46@gmail.com,维涛科技有限公司,钢筋工,3503997203304640,89372,2020-04-11 23:38:21,广东省昆明县清城叶街B座 980639
张秀梅,M,130402194408083164,13485008508,juan83@hotmail.com,新宇龙信息网络有限公司,美甲师,630478135092,35766,2019-08-24 18:13:55,宁夏回族自治区张家港市淄川关岭路h座 914644
蔡峰,M,420506197705094795,13216341102,lei62@hotmail.com,鑫博腾飞传媒有限公司,金融/经济研究员,4749365576253,128711,2020-03-10 13:41:49,海南省贵阳市沈河北镇街C座 354458
佘柳,M,320322194708229650,15928949675,liliao@hotmail.com,银嘉信息有限公司,动力总成工程师,4187053762543714,165765,2020-08-04 23:14:43,宁夏回族自治区想县蓟州南京路c座 367847
费玉兰,F,450204193205106233,13478553645,jielin@gmail.com,海创传媒有限公司,熟食加工,345186767814230,37303,2019-10-31 04:39:50,上海市想市锡山邯郸路z座 485055
莫海燕,M,410581194203035351,18560344840,xiuyingkang@hotmail.com,惠派国际公司网络有限公司,投资/基金项目经理,3526561889303392,32214,2020-02-27 19:54:41,内蒙古自治区建国县怀柔吴街m座 426538
袁倩,F,350784199306263177,14519193582,yansun@gmail.com,群英网络有限公司,健身顾问/教练,3500021390284680,96639,2020-03-25 08:54:18,台湾省银川市南长孔街d座 252669
申玉华,F,15042319800508617X,13329422824,xiawen@yahoo.com,晖来计算机科技有限公司,销售总监,180048897289956,97908,2020-07-15 14:01:01,海南省婷婷县长寿王街S座 272858
宋雪,F,450703193904118808,18699724162,leidong@yahoo.com,图龙信息传媒有限公司,餐饮服务,38305526229488,171731,2019-12-27 10:45:00,山东省利县徐汇冯路t座 325240
高莹,M,370701194504076452,15224051888,gangyu@yahoo.com,创汇传媒有限公司,客户关系经理/主管,379249488222833,105952,2020-01-16 09:44:47,天津市英县大兴昆明街t座 298083
彭红,F,441622195803304283,13221160005,guoming@gmail.com,彩虹信息有限公司,律师/法律顾问,4270419999987,185343,2020-06-09 05:32:18,西藏自治区强县平山张路L座 467778
袁桂芝,M,640400199709086115,13828728139,shenchao@hotmail.com,惠派国际公司信息有限公司,其他,373473178777676,171842,2020-07-04 02:15:06,新疆维吾尔自治区桂香县孝南南昌街K座 747336
王英,F,511523196703171114,13687624632,qinxiulan@yahoo.com,昂歌信息信息有限公司,光伏系统工程师,30190886705295,172036,2020-01-10 04:47:43,新疆维吾尔自治区东莞县清河南京路F座 190992
王红梅,F,420103196710125036,13141418244,naqiao@gmail.com,七喜科技有限公司,印刷工,377054112131604,72809,2019-10-17 21:50:12,广东省阳县黄浦福州街w座 665787
余云,F,520401194001195507,15760065157,xiulan91@yahoo.com,易动力传媒有限公司,房地产中介/置业顾问,4109773360542298,105743,2020-07-21 00:12:00,湖北省帆市沈北新王路a座 570360
洪秀珍,F,350625199312189561,13676762267,wangyan@yahoo.com,立信电子传媒有限公司,主播/主持人,379912116136762,130004,2020-01-16 17:27:52,广西壮族自治区淑兰县山亭张家港路S座 752092
王娜,M,220200199203302774,13487819868,yang14@gmail.com,维涛传媒有限公司,采购,676116077550,195230,2020-06-22 00:14:28,青海省辛集县兴山史路k座 877935
吕秀荣,F,370832198511248740,15177044610,weifu@yahoo.com,维涛传媒有限公司,木工,4684750556750839,197376,2019-11-26 12:25:28,广东省晨市翔安宜都路J座 699863
高兰英,M,150525195212105593,13683019063,yong88@gmail.com,时刻网络有限公司,团购经理/主管,30214046182698,117962,2019-10-30 19:58:20,吉林省丽市翔安王街n座 693659
黄萍,M,410825193608042286,13015867412,panmin@yahoo.com,戴硕电子科技有限公司,医药技术研发管理人员,213172198464133,24923,2020-01-11 17:12:34,江西省飞市萧山彭街r座 406695
杨凤兰,M,340200198110217450,18757916351,oding@yahoo.com,诺依曼软件科技有限公司,生物/制药/医疗器械,4200655302614616,65324,2020-06-27 20:47:30,广东省春梅县高明汪街R座 611854
陆婷婷,M,150428197710102136,15524574195,jun87@gmail.com,巨奥信息有限公司,钻工,2233971374558960,138828,2020-08-02 08:56:05,重庆市汕尾市兴山戴街k座 152351
